url,label,class
1gcf7cbdn9ei.com,spam,2
1glenstreet.cf,spam,2
1gsiwx.com,spam,2
1ha-wu-ib.com,spam,2
1hach.xyz,spam,2
1hea35122.net,spam,2
1hot.xyz,spam,2
1hourpaydaynoteletrack.com,spam,2
1hservice.com,spam,2
1ink.work,spam,2
1inki.pro,spam,2
1j0.ru,spam,2
1j3.ru,spam,2
1j4.ru,spam,2
1j5.ru,spam,2
1j56ul4ui6oy48er.com,spam,2
1j6.ru,spam,2
1j8.ru,spam,2
1j9.ru,spam,2
1jpa.com,spam,2
1k93u-wu.com,spam,2
1l8pi3n-f9o.com,spam,2
1leadwho1.cricket,spam,2
1lookanother7.cricket,spam,2
1lookthat4.cricket,spam,2
1m9.ru,spam,2
1mail.bz,spam,2
1me5zi5.jp,spam,2
1milhaodeofertas.com.br,spam,2
1nad4.com,spam,2
1network1.com,spam,2
1nj3olqsf6d3.com,spam,2
1nuu5.tk,spam,2
1nviejfn.com,spam,2
1nysobvwy4o45mx3.link,spam,2
1ooe.com,spam,2
1ovep1anet.ru,spam,2
1oveplanet.ru,spam,2
1p9.ru,spam,2
1performer5.com,spam,2
1poloclikc002.top,spam,2
1ponto5.net.br,spam,2
1promisethat0.cricket,spam,2
1q6wd1sec1erh1u4.com,spam,2
1q8.ru,spam,2
1r6hnsdfgergko.com,spam,2
1rda.com,spam,2
1reducemy4.cricket,spam,2
1sbserver1all.in,spam,2
1sbserver1www.in,spam,2
1sbserver2all.in,spam,2
1sbserver2www.in,spam,2
1sbserver3all.in,spam,2
1sbserver3www.in,spam,2
1sbserver4all.in,spam,2
1sbserver4www.in,spam,2
1sevquroeas.com.br,spam,2
1shopz.live,spam,2
1sildenafil.com,spam,2
1skd8dl5qm6qllc.ru,spam,2
1sportaegg.ru,spam,2
1ssdenn8btb3.com,spam,2
1st-investment.com,spam,2
1stdirects.com,spam,2
1stdrugstore.com,spam,2
1stgamerz.com,spam,2
1stopdating.com,spam,2
1stpound.com,spam,2
1stsupplier.org,spam,2
1suntrustsonline.com,spam,2
1t3yb51c.jp,spam,2
1t6.ru,spam,2
1t9p2f7d8j.com,spam,2
1u5.ru,spam,2
1ule.com,spam,2
1und1-controls-center.net,spam,2
1vzc4ad4a9f7sffw.com,spam,2
1wcm.com,spam,2
1worldasia.info,spam,2
1worrynobody5.cricket,spam,2
1wy7qr71.ryukyu,spam,2
1xf-hch.net,spam,2
1xz5jcshym5n.com,spam,2
1xzo9m.jp,spam,2
1y5.ru,spam,2
1yfrjn19xg.com,spam,2
1yr26-38.cloud,spam,2
1z8.ru,spam,2
1zb2exp-5c6.com,spam,2
2-4ujrc6d3p1.com,spam,2
2-6l7a.jp,spam,2
2-7o8w1ztp.jp,spam,2
2-81yv.com,spam,2
2-navi.net,spam,2
2-s-8g-3dma-gchz.net,spam,2
2-x-se-9-ri-3-n-b5.net,spam,2
2-z6-8bjwkspb-4p.net,spam,2
2009jerseys.info,spam,2
2011new.tk,spam,2
2012burberryoutlet.co.uk,spam,2
2012canadagoosechilliwack.fr,spam,2
2012canadagoosejakker.eu,spam,2
2012doudounecanadagoose.fr,spam,2
2012doudounemonclerfemme.fr,spam,2
2012doudounemonclerpascher.fr,spam,2
2012gmail.com,spam,2
2012hairstyles.tk,spam,2
2012monsterbeatsbydre.fr,spam,2
2012parkacanadagoosepascher.fr,spam,2
2012uggboots4uku.co.uk,spam,2
2013-saclongchamps.fr,spam,2
2013-vergleichen.de,spam,2
2013beatsheadphones.de,spam,2
2013canadagoosejacketoutlet.co.uk,spam,2
2013christianlouboutincheap.co.uk,spam,2
2013christianlouboutinoutlet.co.uk,spam,2
2013christianlouboutinsale.co.uk,spam,2
2013christianlouboutinshoes.co.uk,spam,2
2013christianlouboutinsneakers.co.uk,spam,2
2013doudounemoncler.fr,spam,2
2013isabelmarantenligne.com,spam,2
2013longchampsonline.fr,spam,2
2013longchampzone.fr,spam,2
2013louisvuittonbagsukoutlet.co.uk,spam,2
2013monclersaleoutlet.co.uk,spam,2
2013monclersolde.fr,spam,2
2013monclerukoutlet.co.uk,spam,2
2013summershoes.co.uk,spam,2
2013thomassabo-online.co.uk,spam,2
2013thomassabodiscount.co.uk,spam,2
2013thomassabooutlet.co.uk,spam,2
2013uggboots4uk.co.uk,spam,2
2014bootsonline.co.uk,spam,2
2014cheapboots.co.uk,spam,2
2014cheapboots.net,spam,2
2014ms.cu.cc,spam,2
2014snowbootsjp.com,spam,2
2018blogaug.stream,spam,2
2018jsci.org,spam,2
2018teslaplans.bid,spam,2
2018www-pvp.com,spam,2
201new1.tk,spam,2
202.73.56.162,spam,2
2020seminars.net,spam,2
2022truc.com,spam,2
2028filbert.com,spam,2
206.225.81.223,spam,2
206.225.87.116,spam,2
209-190-75-11.cf,spam,2
20cialismg.com,spam,2
20cookieaug.download,spam,2
20emailaug.download,spam,2
20exportaug.download,spam,2
20ffun28383e.com,spam,2
20formataug.download,spam,2
20hotspotaug.download,spam,2
20i4.com,spam,2
20mg-cheapesttadalafil.com,spam,2
20minutsconnexionweb.ovh,spam,2
20networkaug.download,spam,2
20new11.tk,spam,2
20processaug.download,spam,2
20taskaug.download,spam,2
20toolseller02.com,spam,2
20toolseller08.com,spam,2
21-cnshoes.co.uk,spam,2
21-unsub-mail-list.ml,spam,2
210115.we.bs,spam,2
210revquerena.com.br,spam,2
211updates.org,spam,2
212medicines.de.vu,spam,2
214s2wkzie.net,spam,2
216.152.250.130,spam,2
21o3.com,spam,2
2202simtut24.tk,spam,2
220v.net.br,spam,2
221.175.136.122,spam,2
221.23.36.122,spam,2
221.74.50.63,spam,2
223.74.150.63,spam,2
22453systen82.tk,spam,2
2257support.com,spam,2
22684.com,spam,2
228s72gwy.com,spam,2
22ar59fkzkh.work,spam,2
22desjter.com.br,spam,2
22mars.us,spam,2
22paseobrezorsm.com,spam,2
22s523s.tokyo,spam,2
22spzkbc.newness8.club,spam,2
22sv5i4twwtj.com,spam,2
23.19.63.75,spam,2
23.238.136.158,spam,2
23.239.150.232,spam,2
23.246.237.60,spam,2
23.88.113.104,spam,2
230115.we.bs,spam,2
23basketball.com,spam,2
23puuyyirkr65jsm.com,spam,2
23w-cczy.com,spam,2
2400harrington.com,spam,2
240115.we.bs,spam,2
2432.ru,spam,2
245cbd-06f.com,spam,2
247locksmith-tucson.com,spam,2
247locksmithriverside.com,spam,2
247locksmithsphoenix.com,spam,2
247software.org,spam,2
24gay.ru,spam,2
24hour-carzfinances.in,spam,2
24hourcialis.ru,spam,2
24hourpromo.com,spam,2
24in.ru,spam,2
24information.site,spam,2
24litegames.com,spam,2
24lov.by,spam,2
24lov.net,spam,2
24lov.ru,spam,2
24lovenight.co.com,spam,2
24news-press.net,spam,2
24ro91z-lj7bh80.com,spam,2
24tb24t.trade,spam,2
24tm.pl,spam,2
25022020.com,spam,2
250pilul.ch.vu,spam,2
2516e.tk,spam,2
258q.com,spam,2
25d5.com,spam,2
25doctors.com,spam,2
25express.com.br,spam,2
25igw9b6sazs6.com,spam,2
25mgstrength.world,spam,2
25mz-b-f8ma.work,spam,2
25x2er56zms5s.roddys.site,spam,2
26-94uzdh.net,spam,2
260115.we.bs,spam,2
264359278364590.site,spam,2
268xyy0.com,spam,2
26desertthornrsm.com,spam,2
26gmail.com,spam,2
26iarsn.net,spam,2
26orange-dir89.tk,spam,2
27gmail.com,spam,2
27yu.com,spam,2
28m84.tk,spam,2
28ps.co,spam,2
297lzwypy6tfmmmjjrwf2ny.net,spam,2
29pck2.com,spam,2
2acbn.com,spam,2
2aly4qqrf.institute,spam,2
2amasonaws.download,spam,2
2asmiw2y6u.com,spam,2
2b2b.ir,spam,2
2b8.ru,spam,2
2bbk58x-5ef.com,spam,2
2bcvnhkmmtheh.com,spam,2
2bdh.com,spam,2
2binto6e.com,spam,2
2bjccn6sh.com,spam,2
2blogonews.pw,spam,2
2c34j5.jp,spam,2
2campanhaemail.com.br,spam,2
2cdssva9fcdd9qnj.com,spam,2
2clikcer01.top,spam,2
2clikcer02.top,spam,2
2clikcer03.top,spam,2
2cliks.com.br,spam,2
2danimation.site,spam,2
2dc4z70x8e-56ir.biz,spam,2
2ddmn2s7.com,spam,2
2dmi8suyaa3yq.net,spam,2
2drpl9.jp,spam,2
2f794pw-aeg.com,spam,2
2fferdphka.com,spam,2
2fgbnvmnvnsdc.com,spam,2
2fzsm6vh5g.link,spam,2
2gds-ek-svvz.net,spam,2
2getwithu.com,spam,2
2gjm.com,spam,2
2globalmedia.info,spam,2
2go.net.br,spam,2
2h5wn7rxg6t694c2.com,spam,2
2h7.ru,spam,2
2h9.ru,spam,2
2health.it.pn,spam,2
2hh5q36yirzus82a.com,spam,2
2hnw79tc6py8w8.art,spam,2
2hpp.com,spam,2
2hsjf37t.jp,spam,2
2ijbk8-69l.com,spam,2
2income.ru,spam,2
2ivm.com,spam,2
2j1.ru,spam,2
2j2n5etuttjzutqxenk3w.net,spam,2
2j3t8lmox69p47.com,spam,2
2jgdgeogje.com,spam,2
2jv.ru,spam,2
2k4xgdp-al4.com,spam,2
2kmo.com,spam,2
2kos.com,spam,2
2kxf1ox.com,spam,2
2l8.ru,spam,2
2lesbi.ru,spam,2
2lq.ru,spam,2
2lz04vt-i6t.com,spam,2
2m12.com,spam,2
2m1n.com,spam,2
2media.info,spam,2
2misi.com,spam,2
2mpg-cl2t.net,spam,2
2msl.com,spam,2
2mycomputer.com,spam,2
2n-d6w.com,spam,2
2ndthinking.com,spam,2
2nitewithu.com,spam,2
2nyi.com,spam,2
2o2q.com,spam,2
2p8gvygy2apkg.net,spam,2
2pbvwqd5d85syriq.com,spam,2
2people.eu,spam,2
2phx3hi7r8qzrxr5.com,spam,2
2play2web.fr,spam,2
2pr5wl1-5h8.com,spam,2
2qmxth7y5aj43.net,spam,2
2qy.ru,spam,2
2r-u8okj.net,spam,2
2r5.ru,spam,2
2report-nacha-org.com,spam,2
2rg7p-bkxi2xuugd.com,spam,2
2ry6d4jb7ctbh.net,spam,2
2s1k5h0-epx.com,spam,2
2s6.ru,spam,2
2s9.ru,spam,2
2sd3ef52jwdwyzg3.com,spam,2
2sepan.marketing,spam,2
2sii.com,spam,2
2sport34harh.in,spam,2
2sport34hwa3.in,spam,2
2sport54erg.in,spam,2
2sportgq345.in,spam,2
2sporthra3h3.in,spam,2
2sportr45h3y.in,spam,2
2sportwehgw3.in,spam,2
2t0mtkirijglk257.link,spam,2
2taw9y90pyxj8zjy.link,spam,2
2tf-w3utazs.work,spam,2
2tmz.com,spam,2
2uj.ru,spam,2
2v5c6v-5q8.com,spam,2
2wj6eaa8.co,spam,2
2x9x8urt28.com,spam,2
2xf0k0.jp,spam,2
2xi-25jj.com,spam,2
2xm26v75.net,spam,2
2xzbcjd-ekw.com,spam,2
2yabot3-cw1.com,spam,2
2ycigv-jyn.com,spam,2
2yimkuj6wtcjtkf7.com,spam,2
2yj.ru,spam,2
2yr.ru,spam,2
2zj.ru,spam,2
3-8h7eo0.jp,spam,2
3-9ddn66g.net,spam,2
3-9x6zal2.jp,spam,2
3-g-z-8-yc-4-5-xf.net,spam,2
3-gkrtx-di-9-8-r.net,spam,2
3-m-wi9y.nagoya,spam,2
3-suisses.fr,spam,2
3-tmbn4-9-4f-g35e48.com,spam,2
3008partridge.com,spam,2
30co.com,spam,2
30kchalange.cf,spam,2
310digital.com,spam,2
3273784948955090239329093020943.ml,spam,2
32f3hjfv9em9d9gj.com,spam,2
32sn4my5aex27.net,spam,2
32t4xna6dxey3.net,spam,2
3330840.com,spam,2
339ba4u3.com,spam,2
339iowa2005.win,spam,2
339winhosting.win,spam,2
33crrz.com,spam,2
33gmail.com,spam,2
33jay-m.me,spam,2
33jpv.tk,spam,2
33jqsnhu774ad.net,spam,2
344yaey4kdr.work,spam,2
34daao.com,spam,2
34lnx5cs6.com,spam,2
34sshwqdqr3udhc3.com,spam,2
35b9qw.com,spam,2
35cracbyaafciy6d.com,spam,2
35fsblot-i.net,spam,2
35gmail.com,spam,2
35j536tdem.com,spam,2
35yypiz.com,spam,2
365newsnetwork.com,spam,2
365tabs.com,spam,2
36ih5f-tha-x.net,spam,2
36j3v.tk,spam,2
37.97.165.135,spam,2
37gmail.com,spam,2
37vptsgx.com,spam,2
38-pcwx.ml,spam,2
38.68.24.245,spam,2
387-ahwnz-k-8-yk.net,spam,2
38gmail.com,spam,2
38ksppf6wy.net,spam,2
38onrcq-rtx.com,spam,2
399off-com106off.net,spam,2
39gmail.com,spam,2
39m9hpjwebmnpj.jp,spam,2
39sy2.lopezs.site,spam,2
39vnjc6.com,spam,2
39w0hohuia6851khpaau.cloud,spam,2
3a1.ru,spam,2
3acnm-2cxgs.work,spam,2
3almakshoof.com,spam,2
3awwqrwhcc8hup7x.com,spam,2
3b0.ru,spam,2
3b55u.com,spam,2
3bb4adadj.com,spam,2
3bg2-34igm7.net,spam,2
3bigtrees.com,spam,2
3bl782-7cf.com,spam,2
3c-mvj-y4y.net,spam,2
3c26p5-8uc.com,spam,2
3c2pbngbnkqqrcw4.com,spam,2
3ccz3ankf6.link,spam,2
3cemigcxugmx.com,spam,2
3cn4yc-to4.com,spam,2
3cnjbccs2hm4h.net,spam,2
3dartistbunch.online,spam,2
3dcreation.top,spam,2
3dflyingfun.top,spam,2
3dmosaic.com,spam,2
3dreporter.com,spam,2
3dsig12.com,spam,2
3dsmaxfreemodels.net,spam,2
3dswtnclyivsonyt.shop,spam,2
3e8-m9wjwp.com,spam,2
3eiiwe-j80.com,spam,2
3ep-sty.net,spam,2
3ez.ru,spam,2
3fj.ru,spam,2
3fr3goyrlp3mgbq.ru,spam,2
3gpnqf6iprgve8qk.com,spam,2
3gsjgbebed.com,spam,2
3h5r94d5.co,spam,2
3hg-e9-h6gn.net,spam,2
3hl9oo.com,spam,2
3hrsuvspcrbyd6s9.com,spam,2
3i6niltor8kl4p03.link,spam,2
3iamng.com,spam,2
3in1trading.com,spam,2
3j0.ru,spam,2
3jsq.com,spam,2
3jvspacq.jp,spam,2
3jw.ru,spam,2
3kkg.com,spam,2
3kqxi6ez.net,spam,2
3ksajddtpni54.net,spam,2
3kycrcmvq5b6n.net,spam,2
3m288.com,spam,2
3m4a.com,spam,2
3m9stwhzjf.link,spam,2
3maftzidw9.com,spam,2
3mh7rn.com,spam,2
3mmpt6jbvz.link,spam,2
3nckdw-tfi.com,spam,2
3nony.tk,spam,2
3nyy.com,spam,2
3o34x.com,spam,2
3ohfwx.work,spam,2
3orgh3.stream,spam,2
3otih.tk,spam,2
3p4wwn2-5.jp,spam,2
3p8zhc.jp,spam,2
3pemt-r7y87c.net,spam,2
3pf.ru,spam,2
3pw8fu-1b2.com,spam,2
3qf.ru,spam,2
3qfedwxdbr.com,spam,2
3qp3.com,spam,2
3qrf7s9knw.com,spam,2
3qwd2ttp.co,spam,2
3qx.ru,spam,2
3risa7jpc3.net,spam,2
3s32.com,spam,2
3scm4bcbxa9b6.net,spam,2
3srvqueroemais.com.br,spam,2
3syd.com,spam,2
3t-0j5p.com,spam,2
3te7y6.com,spam,2
3the.tk,spam,2
3tnx6zjqvvdi7uap.com,spam,2
3tsu.com,spam,2
3u5rzrmzce.link,spam,2
3uk8mgg7zgysbsys.com,spam,2
3uxxilb8mhjk7.com,spam,2
3v11.com,spam,2
3vbbnnhehegwe.com,spam,2
3vpgq9nubrhqaw3e.com,spam,2
3vwmhk3ajvcrray5.com,spam,2
3vy3dkq-min.com,spam,2
3vzv81vw21.jp,spam,2
3vzx.com,spam,2
3w9yf.tk,spam,2
3wik4bh9kka2.net,spam,2
3wyfg2xmsy54d.net,spam,2
3x5y.com,spam,2
3x6surf.com,spam,2
3xcjzjpb9g.link,spam,2
3xsn79q62mj3.com,spam,2
3xvideos-melanie.tk,spam,2
3xvids3x-helena-lloyd.tk,spam,2
3y553xdf.com,spam,2
3ykk.com,spam,2
3ysfmzjaba3f988d.com,spam,2
3yx1s.tk,spam,2
3zfmtnr3qvmb94gn.com,spam,2
3zjn3mdbarybdaccbwstjdg.com,spam,2
3zmg9pas474.work,spam,2
4-0d7le.com,spam,2
4-5lg6d.com,spam,2
4-uhcr-2-tumeg-8.net,spam,2
4-xzn9.com,spam,2
4-z-3j5-cwpp-63is.net,spam,2
40nsy2-125.com,spam,2
411cvzv4xbsd4.com,spam,2
41offercalmly.in,spam,2
420photo.com,spam,2
420pic.com,spam,2
429medicines.de.vu,spam,2
42eb9.pp.ua,spam,2
42go3m0-qx1w.biz,spam,2
42ph56duek.biz,spam,2
42rh6g-ar7.com,spam,2
42uy-o9e.com,spam,2
43-gmaf-9-uri-38.net,spam,2
431l9i1otyvteurp.link,spam,2
434e9r6querr.com,spam,2
43mr7rbt9pv7u7zb.com,spam,2
44-ge5-56.net,spam,2
444422.ru,spam,2
44d39v7m3expve55.com,spam,2
44gmail.com,spam,2
44ho8.com,spam,2
44ny6fxwxd2hw.net,spam,2
44ow718-g01.com,spam,2
44sejk9h-8s.work,spam,2
44vie9s-2k8.com,spam,2
453598852209092.pw,spam,2
453tabletok.tk,spam,2
45dd9ajz7camw8sy.com,spam,2
45nenjapan2.com,spam,2
46.101.98.78,spam,2
4685643.xyz,spam,2
46rthzs5fxe.work,spam,2
47cortedelcampo.com,spam,2
47gmail.com,spam,2
48afterwardsjourney.in,spam,2
48chikeikegoo.net,spam,2
48fc9hw3azr.work,spam,2
48gmail.com,spam,2
48redesignsinfo.com,spam,2
48timer.com,spam,2
495pcesm.email,spam,2
4972space.com,spam,2
49ersfanteamshop.com,spam,2
49ersnflofficialshop.com,spam,2
49ersnflofficialstore.com,spam,2
49ersnflproshop.com,spam,2
49ersnflprostore.com,spam,2
49ersofficialonline.com,spam,2
49ersonlineofficialshop.com,spam,2
49ersonlineofficialstore.com,spam,2
49j-2d5mv1cz3.biz,spam,2
4adafwfjei.com,spam,2
4ahigqp924tma.net,spam,2
4asheu6-v59.com,spam,2
4awbtcmmsv.link,spam,2
4b68b86c9b6.work,spam,2
4bjds-ll5.net,spam,2
4bxs28wxkekgvrcz.com,spam,2
4c4nmn-4abtgh.net,spam,2
4c9hc4rv5m99.com,spam,2
4cie-t9wx.com,spam,2
4ciet-9w.com,spam,2
4d3-4wsdkuayhm7cr-ss9.newness8.club,spam,2
4dbu.com,spam,2
4dfb1df2hn1ygi.com,spam,2
